actorID,actorName,birthYear,nationality
599824,Meredith Romero,1960,Colombia
661155,Karen Sanchez,1978,Cuba
720428,Crystal Alexander,1901,Switzerland
553208,Mark Moses,1925,Mexico
611248,Daniel Ferguson,1921,Netherlands
864375,Jacqueline Tate,1953,Venezuela
544182,Erik Gonzalez,1941,Mexico
873151,James Manning,1929,United States
831720,Sue Hunt,1998,Cuba
845726,Sharon Harvey,1924,Ecuador
605335,Richard Mcintyre,1979,Colombia
644165,Joan Schultz,1989,Netherlands
433379,Daniel Johnson,1979,Ireland
952958,Timothy Nguyen,2014,Belgium
714916,Jennifer Johnson,1907,Canada
541933,Traci Pham,1954,Cuba
622437,Kyle Wallace,1977,Iceland
841255,Marie Montes,1935,Cuba
274731,Andrew Oliver,1937,Sweden
837029,Kendra Alexander,2005,Colombia
154918,Jerry Flores,2016,Canada
262160,Willie Hammond,1981,Ireland
981085,Christopher Martinez,1945,France
527104,Roger Flores,1930,Portugal
798438,Anna Bautista,1926,Finland
948406,David Simmons,1990,Mexico
740659,Danny Cain,1980,Cuba
759390,Teresa Donaldson,1988,Ecuador
537874,Jonathan Oconnor,1931,Ecuador
767982,John Garcia,1973,Finland
887575,Jacob Frazier,2010,Canada
123257,Nicholas King,1905,Belgium
487438,Daniel Becker,1914,Italy
781759,Robert Hale,1982,Colombia
401881,Joseph Gordon,1978,Colombia
612583,Sherri Gordon,1988,Belgium
728103,Marissa Peters,1989,Finland
727408,Jody Mathews,1972,Ireland
398236,Valerie Mills,1956,Italy
453385,Sierra Hunter,2012,Cuba
656791,Tonya Salinas,2008,Germany
876712,Charles Davis,1999,Ecuador
490310,Leonard Jensen,2007,Sweden
653369,James Castro,1990,Portugal
836554,Patricia Green,2006,Finland
529718,Wesley Mcdonald,1991,Mexico
428441,William Hawkins,1974,Sweden
557885,Garrett Goodman,1991,Iceland
252836,James Barrera,1968,United States
140756,Kristina Robinson,2010,Ireland
583428,Brent Carter,1955,Spain
230434,Anthony Herman,1905,Norway
154129,Shane Cooper,1940,Netherlands
982104,Janice Perez,1947,Iceland
866718,Kimberly Garrett,1955,Mexico
990238,Austin Diaz,1904,Cuba
846966,Courtney Rice,1980,Canada
897586,Michelle Morgan,1999,Switzerland
144744,James Brown,1945,Cuba
858777,Jillian Johnson,1904,Cuba
677120,Todd Alvarez,1984,Denmark
988437,Abigail Smith,1949,France
238358,Pamela Norman,1967,Iceland
111695,Anna Delgado,1984,Spain
362379,Micheal Griffin,1949,Norway
670178,Thomas Bentley,1911,United States
437602,Abigail Barker,1937,United States
840114,Ashley Rodriguez,1938,Spain
935466,Loretta Payne,1912,Sweden
326681,Jill Cooper,2013,Denmark
838632,Lori Evans,2010,United States
249284,Kelsey Kelly,1937,Iceland
313708,Lisa Allen,1997,Denmark
398587,Cody Jordan,1981,Austria
266884,Donna Trevino,1907,Austria
509044,Randy Farley,1930,Ireland
530839,Christopher Mendoza,1990,Iceland
529117,Karen Farley,1928,Canada
821222,Katherine Newman,1930,Austria
129052,George Perez,1981,Venezuela
125238,Devin Swanson,1981,Ecuador
938824,Bryan Johnson,1903,Portugal
835274,Derek Lopez,1927,Ecuador
443435,Olivia Haney,1907,United States
998034,Chase Pugh,1930,Iceland
938603,Michelle Pope,1997,Austria
103700,Chelsea West,1955,United States
595511,Vickie Ramos,1943,Colombia
613634,Steven Howard,1949,Sweden
814445,Kristen Allen,1974,Colombia
303913,Christopher Flores,1919,Colombia
535781,Michael Bennett,1940,Denmark
420830,Veronica Howard,1943,Mexico
967027,Randall Willis,1996,Netherlands
393046,Matthew Walton MD,1970,Venezuela
310440,April Andersen,1999,Colombia
735255,Richard Jones,1917,Mexico
617100,Michelle Flores,1953,Cuba
943286,Tommy Valentine,1925,Ecuador
559047,Molly Nelson,2013,Ireland
114034,Antonio Sheppard,1999,Belgium
443257,Jennifer Cox,1959,France
941037,Lindsay Griffin,1998,Austria
443219,Stephanie Nichols,1975,France
322805,Jessica Holt,1971,United Kingdom
335629,Kelly Morris,2011,France
476784,Scott Montoya,1919,Belgium
131125,Shelley Taylor,1999,Venezuela
405032,Nicholas Taylor,1994,United Kingdom
985598,Kyle Powell,2001,United States
743401,Dennis White,1946,France
240926,Justin Ferrell,2015,Ireland
460396,Margaret Johnson,1979,United States
841713,Amber Hartman,1936,Spain
954477,Mike Paul,1981,Belgium
482378,James Fernandez,1991,Austria
972051,Cameron Wilson,1905,Venezuela
683984,Rebecca Hicks,1906,Norway
211506,Peter French,1926,Italy
395940,Diana Roberson,2009,Germany
144242,Christopher Coleman,1982,Iceland
913832,Chris Terry,1953,France
436381,Sara Johnson,1969,United States
330943,Shawn Hernandez,1929,France
188258,John Carter,1986,Italy
614297,Kathryn Roberts,1952,Denmark
127058,Roger Cole,1964,Colombia
166415,Jimmy Johnson,1975,Spain
509023,Christopher Mckay,1985,France
168397,Scott Larson,1937,Colombia
687155,Steven Williams,1952,Netherlands
145623,Laura Hays,1965,Finland
960835,Sara Davis,1994,Colombia
197116,David Moreno,1905,Switzerland
165754,Mariah Anderson,1910,Portugal
800107,Miguel Miller,1956,Venezuela
755393,Lindsay Anderson,1981,Venezuela
826859,Brianna Barnes,1939,Venezuela
916971,Monica Torres,1955,Canada
490051,Joshua Rose,1976,Venezuela
373644,Margaret Roberson,1943,Finland
210348,Erica Erickson,1933,Ireland
311239,Nicholas Richardson,1978,Belgium
913206,Robert Jones,1912,Netherlands
333521,Benjamin Valentine,1930,Austria
284944,Kaitlyn Rodriguez,1913,France
330771,Robin Perkins,1998,Austria
254033,Mark Weiss,1959,Cuba
361274,Sandra Robinson,1932,Colombia
473310,Erika Gomez,2007,Netherlands
556968,Mary Parsons,1919,Belgium
311186,Diana Ward,2008,Norway
258498,Nicholas Alvarez,2012,Germany
503006,Vanessa Riley,1910,Finland
517988,Jerry Lin,1916,Mexico
884311,Ethan Williams,2006,Sweden
430139,Kelly Benton,1956,Ecuador
869848,Matthew Wilson,1992,Portugal
844566,Cory Jones,1943,United States
708286,Thomas Walton,1972,Portugal
447254,Nicholas Berger,1972,Austria
335229,Julia Vargas,1932,Mexico
640302,Thomas Fox Jr.,1985,Portugal
526414,Julie Jensen,1951,Netherlands
206594,Pamela Wright,2010,France
207320,Rachel Christensen,1906,United States
431369,Brandon Higgins,2007,Germany
427819,Madison Ware,1992,Italy
811425,Mr. Kyle Larson,2011,Belgium
925406,Scott Arnold,1933,Canada
594268,Diana Zavala,2011,Finland
793440,Brent Woods,2013,Netherlands
680398,Lisa Smith,1902,Norway
580172,Juan Yu,1978,United Kingdom
704698,Michael Lee,1937,Austria
310943,Steven Wood,1907,Spain
691441,Kimberly Boyle,1908,Venezuela
425779,Chad Parrish,1916,Cuba
317821,Patricia Leblanc,1906,Mexico
669857,Allison Murphy,2006,Portugal
107762,Daniel Mora,1911,Venezuela
122047,Caitlyn Burch,1981,Switzerland
999579,Harold Sullivan,1986,Ireland
507642,Justin Adams,1965,Canada
923045,Robert Baker,1987,Sweden
933132,Charles Hall,1910,Austria
506540,Thomas Davis,1918,Italy
160236,Amber Trevino,1991,Iceland
890331,Michael Martinez,1987,Spain
363642,Tina Gilbert,1960,Iceland
116844,Brittany Martinez,1949,Iceland
143718,Christopher White,1955,Norway
849503,Jonathan Huang,1960,Spain
623166,Steven Sims,1990,Italy
554756,James Salas,1954,Cuba
659879,Jennifer Bryant,1965,Portugal
931887,Jonathan Houston,2010,Austria
661023,Angela May,1972,Iceland
728070,Tyler Ortega,1948,France
289066,Alyssa Martin,1963,United States
504298,Benjamin Wilson,1955,Canada
343865,Patricia Davis,1976,Ireland
367193,Patrick Parker,1974,United Kingdom
561390,Jamie Robbins MD,1932,Mexico
116672,David Quinn Jr.,1909,Germany
688408,Debbie Jones,1908,Colombia
983874,Noah Macias,1932,Austria
855041,Alice Chang,1990,Portugal
191969,Mark Becker,1954,Canada
579940,Matthew Combs,1995,Ireland
570165,Zachary Steele,2001,Norway
106957,Jeffrey Arias,1964,United States
648603,Jonathan Watkins,1962,Belgium
400305,Ashley Phillips,1982,Iceland
968385,Pamela Smith,1982,Venezuela
925138,Brandi Rivera,1991,Mexico
567191,Paul Taylor,1905,Belgium
262654,Michelle Ford,1941,Switzerland
963945,Kristi Price,1953,Belgium
633569,Elizabeth Parker,1978,United Kingdom
256855,Kayla Richmond,1988,Colombia
213758,Jessica Aguirre,2008,Switzerland
630791,Renee Martin,1919,Portugal
319233,Ryan Barrett,2013,Ecuador
229461,Ian Lee,1914,Cuba
190285,Marie Christensen,2016,Cuba
227413,Rhonda Kennedy,1964,Portugal
826051,Lisa Smith,1966,Canada
114330,Kenneth Johnson,2007,Ecuador
412886,Kenneth Walker,1901,Colombia
408224,Gabrielle Peterson,1938,Ireland
841896,Rebecca Williams,1936,Spain
723005,Michael House,1990,Ireland
724415,John Park,1982,Venezuela
684334,Denise Walls,1984,Sweden
353394,Lance Kerr,1986,Mexico
627314,Kathleen Walker,1929,Portugal
657442,John Schmidt,2005,Norway
936349,Stephen Rodriguez,1932,Austria
658055,Sherry Scott,1921,France
156705,Edwin Zimmerman,2002,Venezuela
848092,Kenneth Bradford,1925,Venezuela
407103,Nancy Vasquez,1993,Italy
750556,Dawn Ward,1910,Spain
637194,Casey Strickland,1979,Belgium
471501,Monica Browning,2013,Ecuador
544742,David Delacruz,1902,Portugal
954897,Shirley Alvarado,1998,Germany
895214,Charles Anderson,1940,Cuba
345110,Linda Nielsen,1925,Finland
534606,John Young,1955,Switzerland
112419,George Thompson,1918,Netherlands
348404,Steven Burns,2005,Ireland
892062,Adam Rivera,1930,Iceland
511871,Jeffrey Nguyen,1912,Austria
864127,James Murray,1905,Ireland
219397,Samantha Hull,1980,Ecuador
702851,Connor Schneider,1936,France
611761,Robert Grimes,1931,United States
862021,Heather Byrd,1935,Cuba
112318,John Jackson,1930,Finland
427818,Sarah Welch,1969,Sweden
975005,Daniel Ford,1991,Norway
796218,Brian Wood,1945,Netherlands
140808,Mary Fleming,1911,Portugal
899578,Jane Hodge,1977,Germany
414617,Valerie Frost,1972,Iceland
643547,Randall Abbott,1960,Colombia
778357,Brenda Bell,1995,Germany
638505,Joshua Reed,1962,France
911244,Catherine Schneider,1962,Sweden
893872,Daniel Stevenson,1970,Sweden
667614,Kimberly Mack,1934,Italy
240224,Janice Moyer,1925,Austria
133273,Donald Larson,1903,Finland
266352,Derek Mills,1960,Venezuela
780199,Christine Davis,2009,Italy
484031,Madison Solomon,2016,Colombia
530899,Kristine Burgess,1909,Norway
264849,Tony Rodgers,1978,Colombia
472950,Michelle Williams,1908,Venezuela
652000,Matthew Johnson,1974,Austria
502607,Sharon Porter,1924,Belgium
332148,Julie Maddox,1935,Norway
505744,Christopher Young,1922,Ireland
227135,Ryan Harris,2000,Iceland
608489,Lisa Johnston,1959,Belgium
798734,Tiffany Watson,1981,Denmark
977565,Kathryn Moore,1988,Spain
288543,Katherine Fischer,1948,Austria
317896,Claudia Williams,1985,Venezuela
603825,Thomas Holland,1951,Mexico
815360,Emily Armstrong,1913,Denmark
797265,Elizabeth Mcbride,1985,Cuba
321559,Lisa Martinez,1967,Switzerland
103623,Michael Conrad Jr.,2010,Cuba
451140,Kathleen Pena,1918,Belgium
742224,Stanley Hill,1931,Germany
416195,Daniel Martinez,1934,United States
261210,Michael Allen,1924,United Kingdom
617448,Barbara Stanley,1944,Norway
306998,Jessica Green,1918,Portugal
905128,Tyler Larsen,1923,Germany
532717,Molly Wong,1969,Netherlands
202014,Jamie Griffin,1947,Austria
276130,Sharon Friedman,1905,Canada
687376,Crystal Kane,1960,Venezuela
257663,Laura Moody,1997,Spain
785302,Kelly Holt,1949,Germany
471125,Sara Gordon,1907,United Kingdom
700739,Megan Scott,1984,United Kingdom
440446,Mariah Romero,1938,Austria
600586,Ronald Mayer,1945,Sweden
277749,Samantha White,1945,Colombia
825270,Megan Thompson,2012,Belgium
362496,Chad Hill,1956,Cuba
797068,Michael Marshall,1924,Spain
860382,Vernon Hinton,1946,Austria
471747,Melissa Serrano,1935,Germany
267513,Kristine Jones,1943,France
106188,Vickie Martin,1949,France
919841,Sandra Chavez,1936,Portugal
774289,Laura Lopez,1973,Belgium
953363,Lauren Thomas,1941,United Kingdom
534618,Christian Kramer,1924,Belgium
547626,Steven Huynh,1982,Iceland
486875,Joel Rodriguez,1985,Sweden
387689,Jade Holland,1983,Ireland
753407,Rebecca Franklin,1977,United States
697494,Diane Williams,1914,Mexico
674412,Jennifer Turner,2008,Portugal
630084,Michael Carter,1931,Italy
664752,Kevin Callahan,2002,Belgium
832850,Dr. William Gonzalez MD,1903,Germany
844362,Connie Reyes,1984,Venezuela
894522,Samuel Smith,1959,France
849453,Paul Coleman,1960,Canada
168294,Charles Patton,1983,Italy
912496,Rebecca Harrison,1912,Austria
536163,Jaclyn Knight,2010,Mexico
759281,Spencer Wang,2016,Netherlands
336705,Brian Bailey,1901,Canada
554336,David Butler,1978,Iceland
405954,Joseph Moreno,1908,Portugal
738697,Bradley Terry,1914,Cuba
895571,Timothy Hendrix,1958,Colombia
615284,Tara Marsh,1963,Ireland
657937,Hailey Hanson,1909,Ecuador
761889,David Hanna,2008,Italy
709797,Travis Dillon,1906,United Kingdom
512044,Jordan Young,1942,Ireland
521251,David Dougherty,1962,Netherlands
164895,Debra Walters,1981,Netherlands
523706,William Allen,1962,Ecuador
311694,Kevin Paul,1945,Cuba
341914,Terry Collier,1902,Belgium
500774,Melissa Lloyd,1969,Norway
590315,Christina Fry,1954,Iceland
454340,Johnny Martin,1955,Canada
640392,Joseph Smith,1996,Finland
640011,Julie Fitzgerald,1931,Spain
197553,Benjamin Young,1951,United Kingdom
195000,Anthony Doyle,1986,Mexico
244699,Sharon Robinson,1953,United Kingdom
401435,Kristina Perez,1915,Portugal
892445,Stephanie Owens,1969,Netherlands
695354,Sarah Arnold,1971,Iceland
145070,Amy Garcia,1945,United States
358867,Jasmine King,1915,Denmark
152822,Jenna Collins,1920,Switzerland
763498,Wesley Jordan,1956,France
104318,Daniel Munoz,1999,Canada
695851,Michael Richardson,2005,Mexico
973206,Monica Ramirez,2016,Germany
620085,Gregory Davis,1991,Norway
424790,Matthew Harris,2007,Belgium
122782,Kaitlin Conley,1945,Cuba
244309,Darrell Fitzpatrick,1931,United States
391633,William Russell,1965,Finland
231064,Austin Franklin,1936,Belgium
499560,Micheal Bates,1992,Finland
827852,Christopher Mckenzie,1955,Iceland
363830,Kevin Graham,1974,Mexico
424944,Natasha Floyd,1958,Portugal
199007,Allison Hansen,1993,Spain
355900,Ryan Carr,2010,Iceland
671497,Matthew Schroeder,1909,Spain
888646,Laura Reyes,1917,Venezuela
281401,Jessica Little,1915,Finland
394697,John Russell,1980,Austria
774771,David Jackson,1989,Italy
340447,Colin Olson,2000,Austria
230544,Robert Wright,1925,Spain
910543,Mark King,1923,Austria
623940,Sarah Bennett,1928,Mexico
560578,Jennifer Buchanan,2008,Germany
642018,Michele Griffith,1969,United Kingdom
550342,Courtney Fernandez,1949,Cuba
803154,Kevin Alexander,1967,Canada
121299,Lindsay Castillo,1908,Austria
826029,Joseph Miller,1947,Spain
102226,Jacqueline Williams,1901,Sweden
361721,Mary Cox,1952,Spain
242683,Abigail Wilson,1915,Portugal
401704,Ronald Madden,1971,Belgium
347147,Morgan May,1936,Switzerland
222933,Joseph Williams,1918,Ecuador
656131,Eric Palmer,1966,Cuba
985494,Marc Garcia,1903,Ireland
913650,Robin Cooper,2014,Switzerland
393061,Christopher Brown,1980,Mexico
964929,William Brown,1992,United Kingdom
338964,Kristina Steele,1941,Canada
552125,Steven Romero,1994,Ecuador
189793,Marie Williams,1973,Canada
271010,Melissa Davenport,1961,Norway
840777,Luke Gomez,1931,Norway
707391,Christopher Turner,1964,United States
703874,Kristin Collins,1914,Sweden
843479,Angela Butler,2006,Iceland
753045,April Miles,1915,Spain
638941,Melvin Gomez,1939,Spain
558674,Julia Soto,1994,Belgium
705943,Katherine King,2012,Denmark
387816,Jennifer Hall,1919,Portugal
532899,Brandon Anderson,1901,Italy
459182,John Kirby,1954,Colombia
250891,Jody Peck,1929,Ireland
204721,Daniel Hopkins,1969,Germany
859939,Arthur Lopez,1999,United Kingdom
849334,Kelly Kidd,1948,France
626797,Holly Perry,2011,Italy
201355,Kimberly Fleming,1960,Finland
501673,Elizabeth Williams,1920,United States
169250,Tammy Griffin,1915,Netherlands
661620,Rodney Miller,1918,Portugal
739088,Robert Glover,2016,Iceland
980172,Annette Hill,1915,Italy
597710,William Valenzuela,1990,Ecuador
451714,Donald Nicholson,1960,Venezuela
464888,Calvin Melendez,1968,Germany
532623,Andrea Lee,1978,France
420780,Olivia Ewing,1942,Germany
193360,Tiffany Woods,1900,United States
639573,David Davenport,2001,Cuba
334635,Deborah Johnson,1978,Mexico
703286,Kevin Macias,1926,Finland
164794,Justin Jones,1942,Colombia
860770,Joseph Brown,1997,Norway
303335,Dawn Guzman,1933,Belgium
920286,Anthony Stewart,2010,Colombia
895538,Deborah Vazquez,2007,Austria
541505,Anne Miller,1910,Ireland
699699,Jill Lam,2000,Norway
835224,Ms. Rachel Williams,1936,Norway
174661,Michelle Davis,1994,Denmark
505250,Douglas Anderson,1923,Ecuador
835520,Robert Carrillo,1999,Venezuela
507987,Michael Webb,1911,Germany
568793,Rachael Lester,1953,Belgium
605369,Luis Alvarez,1936,Finland
596771,Shannon Cantu,1949,Ecuador
339379,Allen Hernandez,1924,Finland
496181,Mia Mitchell,2007,Ireland
958301,James Anderson,2012,Canada
784714,Erica Burns,1960,Austria
287556,Monica White,1904,Colombia
451999,Tyler Sharp,1925,United Kingdom
392663,Timothy Novak,2009,Ecuador
737804,Darlene Beck,1929,Spain
821057,Eric Clayton,2009,Sweden
688307,Joanna Ware,1948,Iceland
756028,Nicholas Madden,1938,France
428654,Patrick Davis,1950,Germany
163149,Victoria Monroe,1925,Portugal
792201,Elizabeth Pierce,1942,Norway
848084,Brooke Murphy,1919,Sweden
390157,Dennis Simmons,2005,Finland
190571,Philip Hansen,1960,Venezuela
207457,Scott Garcia,1977,Austria
288697,Jordan Stevens,1997,Italy
505785,Dawn Hall,2007,Spain
458133,Patricia Jackson,1917,Iceland
636466,Richard Floyd,2008,Ireland
646444,Brandy Hamilton,2008,Finland
992367,Matthew Hess,1945,Canada
580582,Kevin Chavez,1946,France
347633,Ryan Newton,1901,Germany
135049,Jennifer Hodges,2000,Ecuador
155627,Melissa Harper,1983,France
511836,Justin Joseph,1956,Finland
781761,Jessica Robbins,2004,Colombia
550741,Joshua Davidson,1966,Belgium
738312,Raymond Robinson,1974,Ireland
991745,David Munoz,1998,Iceland
468381,Janet Griffin,1918,Austria
932782,Cynthia Smith,1980,Italy
359509,Stephen Braun,2002,Switzerland
689599,Michelle Allen,2000,Cuba
833518,William Smith,2015,Ireland
109018,Theresa Edwards,1921,Finland
195609,Gregg Curtis,1935,Ecuador
234074,Emily Moreno,1968,Belgium
144384,Shelly Hill,2000,Colombia
412776,Amanda Matthews,1942,France
700782,Juan Thomas,1910,Germany
493761,Toni Wilson,1925,Canada
571147,Tony Adams,1994,Italy
104448,Henry Farley,1936,Germany
130357,Charles Tucker,1928,Norway
163398,Marcus Jones,1950,Ecuador
544098,Kenneth Wheeler,1910,Austria
869413,Charles Cooper,2011,Sweden
942824,Dwayne Reynolds,1915,Iceland
737180,Dr. Courtney Peck MD,1988,Sweden
451276,Melissa Payne,2007,Italy
232161,Jonathan Lara,1903,United States
225824,William Moore,2009,Iceland
782108,Kyle Nelson,1988,Belgium
466129,Gregory Quinn,2002,Germany
966450,Emily Anderson,2012,Spain
613591,Daniel Brooks,1920,Iceland
866400,Timothy Campbell,1942,Switzerland
774880,Erica Lynch,1937,United Kingdom
722507,Jeffrey Ramirez,1968,Portugal
295068,David Schultz,1972,Belgium
176733,Carol Diaz,1928,United States
193701,William Watkins,1936,Switzerland
787268,Charles Jimenez,1976,Mexico
520477,Alison Costa,1949,Venezuela
920235,Jennifer Wheeler,1940,Belgium
430555,Benjamin Mcintyre,1991,Sweden
353276,Laura Bradford,1911,Netherlands
292821,Sarah Carter,1943,Denmark
228812,Amy Nolan,1912,Mexico
743051,Catherine Estes,1976,Finland
102300,Emily Mitchell,1997,Colombia
121598,Edward Charles,1919,Sweden
231936,Matthew Benitez,1960,Switzerland
591135,Bobby Evans,1905,Austria
627430,Lucas Knight,1956,Ireland
440863,Karen Flores,1998,Finland
189502,Willie Andersen,2014,Mexico
265103,William Gould,1970,Mexico
691885,Thomas Combs,1902,Spain
169318,Nicole Hernandez,1922,Denmark
389105,Collin Huffman,1975,Spain
532580,Maria Gill,1978,Austria
100296,Philip Peters,1959,United States
759556,Jennifer Cook,1972,Belgium
339657,Angela Ward,1957,Belgium
727960,Matthew Brown,1981,Switzerland
864633,Jacob Cantu,1955,Colombia
559407,Patty Johnson,1973,France
165569,Dwayne Newman,1971,Germany
285938,Donna Romero,2008,Cuba
574239,Scott Brown,1935,Finland
575132,David Mcneil,2016,Ireland
776778,Jessica Harmon,1934,Ecuador
401593,Mark Reid,1992,Denmark
219620,Angela Henderson,1920,Venezuela
974456,Jonathan Villanueva MD,1939,Iceland
599904,Kevin Harris,1903,Portugal
250317,Brandon Myers,1978,Germany
314794,Natasha Griffin,1969,Denmark
247810,Rebecca Marshall,1953,Iceland
608431,Lisa Obrien,1906,Norway
710176,Paul Paul,1942,Mexico
450958,Ryan Singleton,1981,France
165876,Taylor Hartman,1912,Canada
581897,Lauren Lewis,1993,France
802482,Dylan Brown,1937,Canada
549349,Bradley Cortez,1988,United Kingdom
820409,Amanda Martinez,1973,United States
255021,Elizabeth Martinez,1974,Ireland
209446,Joel Brown,2015,Iceland
854834,Madison Smith,1916,Canada
190120,Jeffrey Carter,1974,Portugal
556497,Jonathan Green,2006,Cuba
280098,Jeffrey Dalton,1905,Ecuador
640904,Wanda Sanchez,1929,Austria
156609,Ashley Malone,1958,Venezuela
891142,Natalie Perry,1955,Germany
426365,Mr. Matthew Morgan,1963,Finland
947291,Tanya Hill,1993,Sweden
110450,Lisa Harvey,1981,Netherlands
315249,Kelly Cantrell,1938,Colombia
289255,Yolanda Lawrence,1920,France
397400,Andrew Lee,1938,Netherlands
224527,Leslie Walker,1973,United States
998442,Cassandra Allen,1983,Switzerland
519918,Cheyenne Santos,1948,France
393869,Cesar Hayes,1907,Germany
405202,John Robinson,1966,France
779200,Brittany Gray,1963,Colombia
220587,Stephanie Dennis,1904,Switzerland
743886,Shannon Nichols,1923,Finland
782292,Kyle Tanner,1902,Ireland
628527,Julie Franklin,1900,Denmark
535898,Rebecca Wilson,1996,United States
537060,George Ruiz,1932,Colombia
647446,Nancy Jackson,1945,Spain
506554,Christopher Reyes,2000,Switzerland
650173,Shannon Poole,1930,United States
124613,James Baker,1926,Switzerland
635297,Kyle Davis,1967,Iceland
545721,Jesse Briggs,1991,Spain
582705,Dr. Laura Weiss,1973,Ireland
510003,Antonio Green,1952,Finland
216327,Dennis Edwards,1992,Ecuador
911346,Austin Patton,1924,Iceland
608438,Tony Thompson,1939,Finland
892329,Devin Shepard,2003,Denmark
943431,Julia Weber,1912,Austria
921536,James Evans,1915,Finland
700775,Vanessa Hull,1964,Portugal
293561,Erik Martinez,1949,Austria
402118,Lauren Lopez,1941,Belgium
263068,Nicholas Flowers,2004,Venezuela
341273,Brian Campbell,2007,United Kingdom
775187,Amy Gates,1921,Cuba
254970,Jade Gordon,1965,Netherlands
976972,Brittany Smith,1931,Ecuador
633675,Rick Pollard,2003,Colombia
523620,Lisa Perez,2001,United Kingdom
326830,Sydney Pruitt,1933,Spain
918511,Isaiah Cameron,1994,Venezuela
635638,Taylor Castillo,1949,Colombia
905014,Craig Chandler,1972,Sweden
521846,Jonathan Harrell IV,1986,Denmark
832161,Stacey James,1954,Italy
482933,Denise Mora,1979,Norway
852951,Megan Watson,1909,Sweden
670744,Ms. Tonya Allen,2009,Austria
888206,Thomas Harris,1950,Germany
512681,Sean Larsen,2006,France
124064,Justin Velasquez,1909,Italy
900642,Thomas Gonzalez,1970,Switzerland
817624,Heather Hoffman,1915,Mexico
572735,Juan Lewis,1951,Venezuela
312877,Jill Mora,2003,Iceland
114682,Shannon Chandler,1996,Netherlands
554335,Colleen Leblanc,1956,Denmark
377361,Joseph Lowe,1988,Colombia
985306,Robert Herring,1983,Sweden
699228,Ann Bell,1932,Sweden
791166,Whitney Harrison,1980,Colombia
269273,Kevin Stewart,1966,Venezuela
305086,Dr. Kelly Patrick,1922,Venezuela
261912,Sarah Wagner,1965,Italy
133731,Grant Munoz,1996,Finland
275122,Jennifer Lewis,1939,Belgium
614044,Jason Lewis,2014,Italy
335428,Evan West,1904,Canada
533379,Tammy Miller,1901,Ireland
440966,Sherri Douglas,1996,Iceland
655707,Michael Edwards,1907,Mexico
207689,Steven Ramos,2006,Switzerland
970877,Desiree Mitchell,1965,Finland
831178,Amanda Meyer,1982,United Kingdom
332125,Mr. James Richardson,1939,United Kingdom
684461,Jose Meyer,1979,Austria
862946,Kaitlin Salazar,1930,Ireland
752007,Diane Holland,1925,Denmark
286501,Denise Pruitt,2013,Germany
414705,Anthony Ward,2000,Finland
918136,Paula Rubio,1911,Austria
758000,Andrew Gallegos,1936,Ireland
734433,Sandra Martinez,1930,Switzerland
275870,Suzanne Lopez,1906,Norway
369420,Brandi Wood,1985,Finland
304061,Pamela Andrews,2010,Italy
714338,Amanda Castro,1926,Canada
319161,Richard Parrish,1915,Netherlands
666329,Ronnie Bentley,1961,Finland
762162,Joshua George,2016,Finland
367260,Mark Moore,1919,Spain
379450,Joyce Burton,1970,Colombia
140422,Katherine Booker,1977,Italy
508364,Wayne Franklin,1927,Cuba
107362,Alexis Murphy,1959,Switzerland
114696,Eric Mendez,1992,Ecuador
679912,Rita Ray,1929,Netherlands
736532,Karen Golden,1961,Ecuador
229970,Joseph Reyes,1945,Venezuela
694838,Susan Gilmore,1947,Norway
374370,Diane Gibbs,2001,Colombia
259263,Leonard Davis,1931,Denmark
681391,Joshua Crawford,2012,Colombia
223447,Kimberly Elliott,1915,Iceland
385715,Connor Liu,1937,Switzerland
658366,Chad Adams,1931,Mexico
175273,Candace Smith,1936,Spain
264358,Guy Smith,1918,Spain
723299,Jerome Ramirez,1937,Iceland
970928,Michael Ward,1948,Colombia
368175,Megan Montgomery,2002,Portugal
209054,Timothy Nunez,1956,Norway
583481,John Murray,1946,Sweden
689948,Mr. Dennis Garcia PhD,1977,Belgium
118714,Matthew Adams,2015,Venezuela
120303,Samuel Herrera,1992,Norway
804032,Ashley Rodriguez,1915,Portugal
652264,Arthur Howell,2006,Colombia
636056,Jason Armstrong,2004,Cuba
985872,Joseph Glover,1908,Belgium
757157,Frank Jones,1914,Belgium
710252,Donald Martinez,1903,Portugal
707416,Sean Rush,1943,Canada
438173,Kevin Bautista,1989,Switzerland
756272,William Morales,1906,Ecuador
603807,Corey Gomez,1927,Switzerland
526716,Tina Martin,1980,Norway
132986,Laura English,1954,Netherlands
481660,Anthony Moreno,2010,France
552546,Jeremy Villanueva,1964,Venezuela
454073,Mark Khan,1955,Spain
348648,Sonya Brown,1977,France
892177,Robert Jacobson,1979,Portugal
899570,Laura Green,1902,Germany
231070,Jennifer Hale,1924,Finland
537475,Mr. Neil Edwards,1974,Italy
216051,Matthew Moore,2009,Venezuela
261854,Barbara Leonard,2002,Ireland
695540,Anna Decker,1910,Denmark
580972,Julie Gutierrez,1963,United Kingdom
898384,Mark Massey,1941,Venezuela
328124,Stephanie Cook,1943,Germany
532176,Rachel Wood,1903,France
666502,Grace Martin,1954,Portugal
521196,Kimberly Webb,1906,France
475612,Logan Holmes,1943,Austria
112962,Sydney Johnson,2013,Finland
778208,Nicole Austin,1983,Mexico
930172,Kevin Jefferson,1995,Germany
